;;;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;OTROS CRITERIOS;FUENTE;FUENTE;POBLACION;POBLACION;
RPYMS94AX;Proporción de mujeres con pomeroy, sección o ligadura de trompas;Proporción de mujeres de 13 a 49 años con reporte de método anticonceptivo definitivo;RPYMS;Varios;Procedimiento;Anticonceptivo;IPS;Femenino;"1- Res 202 Variable 54: 13, 14
2- RIPS AP - CUPS: 663910 - 663100 - 662200 - 662100
3 Datos adicionales cargados a Si gires

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);Población denominador con registro de realización de esterilización femenina;"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años
";
RPYMS149X;Proporción de mujeres adolescentes con asesoría en anticoncepción;Proporción de mujeres de 12 a 17 años con asesoría en planificación familiar alguna vez en la vida;RPYMS;Adolescencia;Consultas;Asesoría PNF;IPS;Femenino;"1- RIPS: 
* CUPS con Finalidad 3 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

* Res 2275 CUPS con Finalidad 19 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

2- Res 202 Variable 53 - fecha válida (mas reciente)";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 12 a 17 años
Registro de consulta de planificación familiar ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 12 a 17 años
";
RPYMS150X;Cumplimiento en la asesoría de anticoncepción en el año para  mujeres adolescente;Mujeres de 12 a 17 años con asesoría en planificación familiar en el año;RPYMS;Adolescencia;Consultas;Asesoría PNF;IPS;Femenino;"1- RIPS: 
* CUPS con Finalidad 3 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

* Res 2275 CUPS con Finalidad 19 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

2- Res 202 Variable 53 - fecha válida (mas reciente)";"COHORTE MEF
(CIERRE MES)";"Mujeres  del denominador 
Registro de consulta de planificación familiar 
Año vigente";"Población al mes a evaluar activos y nuevos
Mujeres de 12 a 17 años

Dividido en 12 y multiplicado por mes a evaluar";
RPYMS151X;Proporción de mujeres adolescentes con uso de un método anticonceptivo;Proporción de mujeres de 12 a 17 años con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Adolescencia;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202 Variable 54: 1,2,3,4,5,6,7,8,9,10,13,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";"BASE DE DATOS DE AFILIACIONES
y cruce con COHORTE MEF
(CIERRE MES)";"Población denominador
Registro de uso de método anticonceptivo (Excepto Barrera y emergencia)";"Variable:
Población al mes a evaluar activos y nuevos
Mujeres de 12 a 17 años";
RPYMS147X;Proporción de mujeres con comorbilidad con asesoría en anticoncepción;Proporción de mujeres de 13 a 49 años con comorbilidad con asesoría en planificación familiar alguna vez en la vida;RPYMS;Varios;Consultas;Asesoría PNF;IPS;Femenino;"1- RIPS: 
* CUPS con Finalidad 3 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

* Res 2275 CUPS con Finalidad 19 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

2- Res 202 Variable 53 - fecha válida";MUJERES CON COOMORBILIDAD;"Mujeres de 13 a 49 años con comorbilidad
Registro de consulta de planificación familiar";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Diabetes, Cáncer, Enfermedad renal crónica, VIH, Artritis, HTA, EPOC, Hemofilia Agregar Obesidad";
RPYMS148X;Cumplimiento en la asesoría de anticoncepción en el año en mujeres con comorbilidad;Mujeres de 13 a 49 años con comorbilidad con asesoría en planificación familiar en el año;RPYMS;Varios;Consultas;Asesoría PNF;IPS;Femenino;"1- RIPS: 
* CUPS con Finalidad 3 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

* Res 2275 CUPS con Finalidad 19 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

2- Res 202 Variable 53 - fecha válida (mas reciente)";MUJERES CON COOMORBILIDAD;"Mujeres del denominador 
Registro de consulta de planificación familiar 
Año vigente";"Población al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Diabetes (EV07), Cáncer (EV03), Enfermedad renal crónica(EV08), VIH(EV09), Artritis(EV02), HTA(EV06), EPOC (EV01), Hemofilia(EV04), Obesidad, Lupus, Enfermedad Tiroidea, Epilepsia, Enfermedad Cardiovascular, Eclampsia y preclampsia.
Dividido en 12 y multiplicado por mes a evaluar";
RPYMS95X;Proporción de mujeres con comorbilidad con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con comorbilidad con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA 
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";"Base de patologias que se carga a Procex: Diabetes, Cáncer, Enfermedad renal crónica, VIH, Artritis, HTA, EPOC, Hemofilia;Obesidad, lupus, enfermedad Tiroidea, epilepsia, enf cardiovascular
";"Mujeres del denominador 
Registró de uso de método anticonceptivo";"Variable:
Población al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Diabetes, Cáncer, Enfermedad renal crónica, VIH, Artritis, HTA, EPOC, Hemofilia;Obesidad, Lupus, Enfermedad Tiroidea, Epilepsia, Enfermedad Cardiovascular, Eclampsia y preclampsia.
";
RPYMS95AX;Proporción de mujeres con diagnóstico de EPOC con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con EPOC con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
 Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 13 a 49 años
Comorbilidad EPOC (EV01) asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: EPOC (EV01)
";
RPYMS95BX;Proporción de mujeres con diagnóstico de Artritis con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Artritis con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 13 a 49 años
Comorbilidad Artritis (EV02) asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Artritis (EV02)
";
RPYMS95CX;Proporción de mujeres con diagnóstico de cáncer con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Cáncer con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 13 a 49 años
Comorbilidad Cáncer (EV03) asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Cáncer (EV03)
";
RPYMS95DX;Proporción de mujeres con diagnóstico de Hemofilia con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Hemofilia con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 13 a 49 años
Comorbilidad Hemofilia (EV04) asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: EPOC (EV04)
";
RPYMS95EX;Proporción de mujeres con diagnóstico de Hipertensión con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Hipertensión con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 13 a 49 años
Comorbilidad Hipertensión (EV06) asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Hipertensión (EV06)
";
RPYMS95FX;Proporción de mujeres con diagnóstico de Diabetes con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con Diabetes con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 13 a 49 años
Comorbilidad Diabetes (EV07) asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Diabetes (EV07)
";
RPYMS95GX;Proporción de mujeres con diagnóstico de Enfermedad renal crónica con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con ERC con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 13 a 49 años
Comorbilidad Enfermedad renal crónica (EV08) asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: Enfermedad renal crónica (EV08)
";
RPYMS95HX;Proporción de mujeres con diagnóstico de VIH con uso de un método anticonceptivo;Proporción de mujeres de 13 a 49 años con VIH con reporte de suministro de método anticonceptivo vigente al periodo;RPYMS;Varios;Medicamentos;Anticonceptivo;IPS;Femenino;"1- Res 202
  Variable 55: SEGÚN VIGENCIA
 Variable 54: 1,2,3,4,5,6,7,8,9,1013,14
2- RIPS AP - CUPS: 663910 - 663100 - 697100 - 861801

";BASE DE DATOS DE AFILIACIONES (CIERRE MES);"Mujeres de 13 a 49 años
Comorbilidad VIH (EV09) asociada
Registro de uso de método anticonceptivo ";"Variable:
Población actual al mes a evaluar activos y nuevos
Mujeres de 13 a 49 años 
Con comorbilidad: VIH (EV09)
";
RPYMS222X;Proporción de mujeres post evento obstétrico con asesoría en anticoncepción;Proporción de mujeres con post  evento obstétrico en los últimos 12 meses que registran asesoría en planificación familiar posterior al evento;RPYMS;Varios;Consultas;Asesoría PNF;IPS;Femenino;"1- RIPS: 
* CUPS con Finalidad 3 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

* Res 2275 CUPS con Finalidad 19 o CUPS con CIE-10 Z300, Z304, Z308; Z309
890201 (consulta de primera vez por medicina general)
890301 (Consulta de control o seguimiento por medicina general)
890283 (consulta de primera vez por especialista en pediatría)
890383 (Consulta de control o seguimiento por especialista en pediatría)
890250 (consulta de primera vez por especialista en ginecología y obstetricia)
890350 (consulta de control o seguimiento por especialista en ginecología y obstetricia)
890263 (consulta de primera vez por especialista en medicina familiar)
890363 (Consulta de control o seguimiento por especialista en medicina familiar)
890205 (Consulta de primera vez por enfermería)
890305 (Consulta de control o de seguimiento por enfermería)

2- Res 202 Variable 53 - fecha válida ";"1- RIPS: CIE 10:  (Consultar hoja de eventos obstétricos o leer este listado)
O021, O028, O029, O030, O031, O032, O033, O034, O035, O036, O037, O038, O039, O040, O041, O042, O043, O044, O045, O046, O047, O048, O049, O050, O051, O052, O053, O054, O055, O056, O057, O058, O059, O060, O061, O062, O063, O064, O065, O066, O067, O068, O069, O479, O60X, O800, O801, O808, O809, O810, O811, O812, O813, O814, O815, O820, O821, O822, O828, O829, O831, O832, O833, O838, O839, O840, O841, O842, O848, O849.

2- Cohorte Evento Obstétrico o IVE";"Mujeres post evento obstétrico (últimos 12 meses)
Consulta de PNF máximo 3 meses posterior a evento obstétrico";"* Población variable:
* Población actual al mes a evaluar activos y nuevos
* Mujeres post evento obstétrico";
